Year level,Strand,Content code,Content description,Elaboration,Linked Achievement IDs,descriptor_type
Year 5,Number,AC9M5N07,"solve problems involving division, choosing efficient strategies and using digital tools where appropriate; interpret any remainder according to the context and express results as a whole number, decimal or fraction","interpreting and solving everyday division problems such as, “How many buses are needed if there are 436","Y5-AS-18, Y5-AS-19",knowledge
Year 5,Number,AC9M5N07,"solve problems involving division, choosing efficient strategies and using digital tools where appropriate; interpret any remainder according to the context and express results as a whole number, decimal or fraction","solving division problems mentally like 72 divided by 9, 72 ÷ 9, by thinking, “how many 9s make 72”, ? x 9 = 72 or","Y5-AS-18, Y5-AS-19",knowledge
Year 5,Number,AC9M5N07,"solve problems involving division, choosing efficient strategies and using digital tools where appropriate; interpret any remainder according to the context and express results as a whole number, decimal or fraction",using the fact that equivalent division calculations result if both numbers are divided by the same factor,"Y5-AS-18, Y5-AS-19",knowledge
Year 5,Number,AC9M5N08,check and explain the reasonableness of solutions to problems including financial contexts using estimation strategies appropriate to the context,interpreting a series of contextual problems to decide whether an exact answer or an approximate calculation is,Y5-AS-03,knowledge
Year 5,Number,AC9M5N08,check and explain the reasonableness of solutions to problems including financial contexts using estimation strategies appropriate to the context,"recognising the effect of rounding addition, subtraction, multiplication and division calculations, rounding both",Y5-AS-03,knowledge
Year 5,Number,AC9M5N08,check and explain the reasonableness of solutions to problems including financial contexts using estimation strategies appropriate to the context,"considering the type of rounding that is appropriate when estimating the amount of money required; for example,",Y5-AS-03,knowledge
Year 5,Number,AC9M5N09,"use mathematical modelling to solve practical problems involving additive and multiplicative situations including financial contexts; formulate the problems, choosing operations and efficient calculation strategies, using digital tools where appropriate; interpret and communicate solutions in terms of the situation","modelling an everyday situation and determining which operations can be used to solve it using materials,",Y5-AS-18,knowledge
Year 5,Number,AC9M5N09,"use mathematical modelling to solve practical problems involving additive and multiplicative situations including financial contexts; formulate the problems, choosing operations and efficient calculation strategies, using digital tools where appropriate; interpret and communicate solutions in terms of the situation","modelling a series of contextual problems, deciding whether an exact answer or an approximate calculation is",Y5-AS-18,knowledge
Year 5,Number,AC9M5N09,"use mathematical modelling to solve practical problems involving additive and multiplicative situations including financial contexts; formulate the problems, choosing operations and efficient calculation strategies, using digital tools where appropriate; interpret and communicate solutions in terms of the situation","modelling financial situations such as creating financial plans; for example, creating a budget for a class",Y5-AS-18,knowledge
Year 5,Number,AC9M5N09,"use mathematical modelling to solve practical problems involving additive and multiplicative situations including financial contexts; formulate the problems, choosing operations and efficient calculation strategies, using digital tools where appropriate; interpret and communicate solutions in terms of the situation","investigating how mathematical models involving combinations of operations can be used to represent songs,",Y5-AS-18,knowledge
Year 5,Number,AC9M5N10,"create and use algorithms involving a sequence of steps and decisions and digital tools to experiment with factors, multiples and divisibility; identify, interpret and describe emerging patterns",creating algorithms that use multiplication and division facts to determine if a number is a multiple or factor of,Y5-AS-08,knowledge
Year 5,Number,AC9M5N10,"create and use algorithms involving a sequence of steps and decisions and digital tools to experiment with factors, multiples and divisibility; identify, interpret and describe emerging patterns",identifying lowest common multiples and highest common factors of pairs or triples of natural numbers; for,Y5-AS-08,knowledge
Year 5,Number,AC9M5N10,"create and use algorithms involving a sequence of steps and decisions and digital tools to experiment with factors, multiples and divisibility; identify, interpret and describe emerging patterns",using the “fill down” function of a spreadsheet and a multiplication formula to generate a sequence of numbers,Y5-AS-08,knowledge
Year 5,Algebra,AC9M5A01,recognise and explain the connection between multiplication and division as inverse operations and use this to develop families of number facts,"using materials or diagrams to develop and explain division strategies, such as halving, using the inverse","Y5-AS-02, Y5-AS-19",knowledge
Year 5,Algebra,AC9M5A01,recognise and explain the connection between multiplication and division as inverse operations and use this to develop families of number facts,"using arrays, multiplication tables, and physical and virtual materials to develop families of facts; for example,","Y5-AS-02, Y5-AS-19",knowledge
Year 5,Algebra,AC9M5A01,recognise and explain the connection between multiplication and division as inverse operations and use this to develop families of number facts,"demonstrating multiplicative partitioning using materials, diagrams or arrays and recording 2 multiplication and","Y5-AS-02, Y5-AS-19",knowledge
Year 5,Algebra,AC9M5A01,recognise and explain the connection between multiplication and division as inverse operations and use this to develop families of number facts,"using materials, diagrams or arrays to recognise and explain the inverse relationship between multiplication and","Y5-AS-02, Y5-AS-19",knowledge
Year 5,Algebra,AC9M5A02,find unknown values in numerical equations involving multiplication and division using the properties of numbers and operations,using knowledge of equivalent number sentences to form and find unknown values in numerical equations; for,Y5-AS-02,knowledge
Year 5,Algebra,AC9M5A02,find unknown values in numerical equations involving multiplication and division using the properties of numbers and operations,"using relational thinking, an understanding of equivalence and number properties to determine and reason about",Y5-AS-02,knowledge
Year 5,Algebra,AC9M5A02,find unknown values in numerical equations involving multiplication and division using the properties of numbers and operations,"using materials, diagrams and arrays to demonstrate that multiplication is associative and commutative but",Y5-AS-02,knowledge
Year 5,Algebra,AC9M5A02,find unknown values in numerical equations involving multiplication and division using the properties of numbers and operations,"using materials, diagrams or arrays to recognise and explain the distributive property; for example, where 4 x 13",Y5-AS-02,knowledge
Year 5,Algebra,AC9M5A02,find unknown values in numerical equations involving multiplication and division using the properties of numbers and operations,"constructing equivalent number sentences involving multiplication to form a numerical equation, and applying",Y5-AS-02,knowledge
Year 5,Measurement,AC9M5M01,"choose appropriate metric units when measuring the length, mass and capacity of objects; use smaller units or a combination of units to obtain a more accurate measure","ordering metric units from the largest unit to the smallest; for example, kilometre, metre, centimetre, millimetre",Y5-AS-04,knowledge
Year 5,Measurement,AC9M5M01,"choose appropriate metric units when measuring the length, mass and capacity of objects; use smaller units or a combination of units to obtain a more accurate measure","recognising that some units of measurement are better suited to some tasks than others; for example, kilometres",Y5-AS-04,knowledge
Year 5,Measurement,AC9M5M01,"choose appropriate metric units when measuring the length, mass and capacity of objects; use smaller units or a combination of units to obtain a more accurate measure",deciding on the unit required to estimate the amount of paint or carpet for a room or a whole building; justifying,Y5-AS-04,knowledge
Year 5,Measurement,AC9M5M01,"choose appropriate metric units when measuring the length, mass and capacity of objects; use smaller units or a combination of units to obtain a more accurate measure","measuring and comparing distances, such as jumps or throws using a metre length of string; for example, then",Y5-AS-04,knowledge
Year 5,Measurement,AC9M5M01,"choose appropriate metric units when measuring the length, mass and capacity of objects; use smaller units or a combination of units to obtain a more accurate measure","researching how the base units are derived for the International System of Units (SI), commonly known as the",Y5-AS-04,knowledge
Year 5,Measurement,AC9M5M02,solve practical problems involving the perimeter and area of regular and irregular shapes using appropriate metric units,"investigating problem situations involving perimeter; for example, “How many metres of fencing are required",Y5-AS-04,knowledge
Year 5,Measurement,AC9M5M02,solve practical problems involving the perimeter and area of regular and irregular shapes using appropriate metric units,"using efficient ways to calculate the perimeters of rectangles, such as adding the length and width together and",Y5-AS-04,knowledge
Year 5,Measurement,AC9M5M02,solve practical problems involving the perimeter and area of regular and irregular shapes using appropriate metric units,"solving measurement problems, such as “How much carpet would be needed to cover the entire floor of the",Y5-AS-04,knowledge
Year 5,Measurement,AC9M5M02,solve practical problems involving the perimeter and area of regular and irregular shapes using appropriate metric units,"creating a model of a permaculture garden, dividing the area up to provide the most efficient use of space for",Y5-AS-04,knowledge
Year 5,Measurement,AC9M5M02,solve practical problems involving the perimeter and area of regular and irregular shapes using appropriate metric units,using a physical or a virtual “geoboard app” to recognise the relationship between area and perimeter and solve,Y5-AS-04,knowledge
Year 5,Measurement,AC9M5M02,solve practical problems involving the perimeter and area of regular and irregular shapes using appropriate metric units,"exploring the designs of fishing nets and dwellings of First Nations Australians, investigating the perimeter, area",Y5-AS-04,knowledge
Year 5,Measurement,AC9M5M03,compare 12- and 24-hour time systems and solve practical problems involving the conversion between them,"using timetables written in 24-hour time, such as flight schedules, to plan an overseas or interstate trip, converting",Y5-AS-07,knowledge
Year 5,Measurement,AC9M5M03,compare 12- and 24-hour time systems and solve practical problems involving the conversion between them,"converting between the digital and analog representation of 24-hour time, matching the same times represented",Y5-AS-07,knowledge
Year 5,Measurement,AC9M5M04,"estimate, construct and measure angles in degrees, using appropriate tools including a protractor, and relate these measures to angle names","using a protractor to measure angles in degrees and classifying these angles using angle names; for example, an",Y5-AS-09,knowledge
Year 5,Measurement,AC9M5M04,"estimate, construct and measure angles in degrees, using appropriate tools including a protractor, and relate these measures to angle names",estimating the size of angles in the environment using a clinometer and describing the angles using angle names,Y5-AS-09,knowledge
Year 5,Measurement,AC9M5M04,"estimate, construct and measure angles in degrees, using appropriate tools including a protractor, and relate these measures to angle names","using a ruler and protractor to construct triangles, given the angle measures and side lengths",Y5-AS-09,knowledge
Year 5,Measurement,AC9M5M04,"estimate, construct and measure angles in degrees, using appropriate tools including a protractor, and relate these measures to angle names",using a protractor to measure angles when creating a pattern or string design within a circle,Y5-AS-09,knowledge
Year 5,Measurement,AC9M5M04,"estimate, construct and measure angles in degrees, using appropriate tools including a protractor, and relate these measures to angle names","recognising the size of angles within shapes that do and do not tesselate, measuring the angles and using the",Y5-AS-09,knowledge
Year 5,Space,AC9M5SP01,connect objects to their nets and build objects from their nets using spatial and geometric reasoning,"designing and constructing exact nets for packaging particular shaped items or collections of interest, taking into",Y5-AS-06,knowledge
Year 5,Space,AC9M5SP01,connect objects to their nets and build objects from their nets using spatial and geometric reasoning,"visualising folding some possible nets for a range of prisms and pyramids, predicating which will work and which",Y5-AS-06,knowledge
Year 5,Space,AC9M5SP01,connect objects to their nets and build objects from their nets using spatial and geometric reasoning,"sketching nets for a range of prisms and pyramids considering the number, shape and placement of the faces,",Y5-AS-06,knowledge
Year 5,Space,AC9M5SP01,connect objects to their nets and build objects from their nets using spatial and geometric reasoning,"investigating objects designed and developed by First Nations Australians, such as those used in fish traps and",Y5-AS-06,knowledge
Year 5,Space,AC9M5SP02,construct a grid coordinate system that uses coordinates to locate positions within a space; use coordinates and directional language to describe position and movement,understanding how the numbers on the axes on a grid coordinate system are numbers on a number line and are,Y5-AS-17,knowledge
Year 5,Space,AC9M5SP02,construct a grid coordinate system that uses coordinates to locate positions within a space; use coordinates and directional language to describe position and movement,"discussing the conventions of indicating a point in a grid coordinate system; for example, writing the horizontal",Y5-AS-17,knowledge
Year 5,Space,AC9M5SP02,construct a grid coordinate system that uses coordinates to locate positions within a space; use coordinates and directional language to describe position and movement,comparing a grid reference system to a grid coordinate system (first quadrant only) by using both to play strategy,Y5-AS-17,knowledge
Year 5,Space,AC9M5SP02,construct a grid coordinate system that uses coordinates to locate positions within a space; use coordinates and directional language to describe position and movement,"placing a coordinate grid over a contour line, drawing and listing the coordinates of each point in the picture,",Y5-AS-17,knowledge
Year 5,Space,AC9M5SP03,"describe and perform translations, reflections and rotations of shapes, using dynamic geometric software where appropriate; recognise what changes and what remains the same, and identify any symmetries","understanding and explaining that translations, rotations and reflections can change the position and orientation",Y5-AS-14,knowledge
Year 5,Space,AC9M5SP03,"describe and perform translations, reflections and rotations of shapes, using dynamic geometric software where appropriate; recognise what changes and what remains the same, and identify any symmetries",using pattern blocks and paper tracing around a shape and conducting a series of a one-step transformations;,Y5-AS-14,knowledge
Year 5,Space,AC9M5SP03,"describe and perform translations, reflections and rotations of shapes, using dynamic geometric software where appropriate; recognise what changes and what remains the same, and identify any symmetries",demonstrating how different combinations of transformations can produce the same resulting image,Y5-AS-14,knowledge
Year 5,Space,AC9M5SP03,"describe and perform translations, reflections and rotations of shapes, using dynamic geometric software where appropriate; recognise what changes and what remains the same, and identify any symmetries",challenging classmates to select a combination of transformations to move from an original image to the final,Y5-AS-14,knowledge
Year 5,Space,AC9M5SP03,"describe and perform translations, reflections and rotations of shapes, using dynamic geometric software where appropriate; recognise what changes and what remains the same, and identify any symmetries",investigating how animal tracks can be interpreted by First Nations Australians using the transformation of their,Y5-AS-14,knowledge
Year 5,Statistics,AC9M5ST01,"acquire, validate and represent data for nominal and ordinal categorical and discrete numerical variables to address a question of interest or purpose using software including spreadsheets; discuss and report on data distributions in terms of highest frequency (mode) and shape, in the context of the data",recognising that ordinal data is a form of categorical data even though the data being collected might be,"Y5-AS-11, Y5-AS-15",knowledge
Year 5,Statistics,AC9M5ST01,"acquire, validate and represent data for nominal and ordinal categorical and discrete numerical variables to address a question of interest or purpose using software including spreadsheets; discuss and report on data distributions in terms of highest frequency (mode) and shape, in the context of the data",determining the mode for a set of data and discussing that there may be more than one mode,"Y5-AS-11, Y5-AS-15",knowledge
Year 5,Statistics,AC9M5ST01,"acquire, validate and represent data for nominal and ordinal categorical and discrete numerical variables to address a question of interest or purpose using software including spreadsheets; discuss and report on data distributions in terms of highest frequency (mode) and shape, in the context of the data",identifying the best methods of presenting data to illustrate the results of investigations and justifying the choice of,"Y5-AS-11, Y5-AS-15",knowledge
Year 5,Statistics,AC9M5ST01,"acquire, validate and represent data for nominal and ordinal categorical and discrete numerical variables to address a question of interest or purpose using software including spreadsheets; discuss and report on data distributions in terms of highest frequency (mode) and shape, in the context of the data","acquiring data through chance experiments, discussing and reporting on the distribution of outcomes and how","Y5-AS-11, Y5-AS-15",knowledge
Year 5,Statistics,AC9M5ST01,"acquire, validate and represent data for nominal and ordinal categorical and discrete numerical variables to address a question of interest or purpose using software including spreadsheets; discuss and report on data distributions in terms of highest frequency (mode) and shape, in the context of the data","using digital systems to validate data; for example, recognising the difference between numerical, text and date","Y5-AS-11, Y5-AS-15",knowledge
Year 5,Statistics,AC9M5ST01,"acquire, validate and represent data for nominal and ordinal categorical and discrete numerical variables to address a question of interest or purpose using software including spreadsheets; discuss and report on data distributions in terms of highest frequency (mode) and shape, in the context of the data","investigating data relating to Australia’s reconciliation process with First Nations Australians, posing questions,","Y5-AS-11, Y5-AS-15",knowledge
Year 5,Statistics,AC9M5ST02,interpret line graphs representing change over time; discuss the relationships that are represented and conclusions that can be made,"reading and interpreting different line graphs, discussing how the horizontal axis represents measures of time",Y5-AS-12,knowledge
Year 5,Statistics,AC9M5ST02,interpret line graphs representing change over time; discuss the relationships that are represented and conclusions that can be made,interpreting real-life data represented as a line graph showing how measurements change over a period of time,Y5-AS-12,knowledge
Year 5,Statistics,AC9M5ST02,interpret line graphs representing change over time; discuss the relationships that are represented and conclusions that can be made,matching unlabelled line graphs to the context they represent based on the stories of the different contexts,Y5-AS-12,knowledge
Year 5,Statistics,AC9M5ST02,interpret line graphs representing change over time; discuss the relationships that are represented and conclusions that can be made,"interpreting the data represented in a line graph making inferences; for example, reading line graphs that show",Y5-AS-12,knowledge
Year 5,Statistics,AC9M5ST03,plan and conduct statistical investigations by posing questions or identifying a problem and collecting relevant data; choose appropriate displays and interpret the data; communicate findings within the context of the investigation,"posing questions about insect diversity in the playground, collecting data by taping a one-metre-square piece of",,knowledge
Year 5,Statistics,AC9M5ST03,plan and conduct statistical investigations by posing questions or identifying a problem and collecting relevant data; choose appropriate displays and interpret the data; communicate findings within the context of the investigation,"posing a question or identifying a problem of interest, collecting, interpreting and analysing the data and",,knowledge
Year 5,Statistics,AC9M5ST03,plan and conduct statistical investigations by posing questions or identifying a problem and collecting relevant data; choose appropriate displays and interpret the data; communicate findings within the context of the investigation,"developing survey questions that are objective, without opinion and have a balanced set of answer choices",,knowledge
Year 5,Statistics,AC9M5ST03,plan and conduct statistical investigations by posing questions or identifying a problem and collecting relevant data; choose appropriate displays and interpret the data; communicate findings within the context of the investigation,exploring First Nations Ranger Groups’ and other groups’ biodiversity detection techniques to care for,,knowledge
Year 5,Probability,AC9M5P01,list the possible outcomes of chance experiments involving equally likely outcomes and compare to those which are not equally likely,discussing what it means for outcomes to be equally likely and comparing the number of possible and equally,Y5-AS-05,knowledge
Year 5,Probability,AC9M5P01,list the possible outcomes of chance experiments involving equally likely outcomes and compare to those which are not equally likely,discussing how chance experiments that have equally likely outcomes can be referred to as random chance,Y5-AS-05,knowledge
Year 5,Probability,AC9M5P01,list the possible outcomes of chance experiments involving equally likely outcomes and compare to those which are not equally likely,commenting on the chance of winning games by considering the number of possible outcomes and the,Y5-AS-05,knowledge
Year 5,Probability,AC9M5P01,list the possible outcomes of chance experiments involving equally likely outcomes and compare to those which are not equally likely,"investigating why some games are fair and others are not; for example, drawing a track game to resemble a",Y5-AS-05,knowledge
Year 5,Probability,AC9M5P01,list the possible outcomes of chance experiments involving equally likely outcomes and compare to those which are not equally likely,"comparing the chance of a head or a tail when a coin is tossed, whether some numbers on a dice are more likely",Y5-AS-05,knowledge
Year 5,Probability,AC9M5P01,list the possible outcomes of chance experiments involving equally likely outcomes and compare to those which are not equally likely,discussing supermarket promotions such as collecting stickers or objects and whether there is an equal chance of,Y5-AS-05,knowledge
Year 5,Probability,AC9M5P02,"conduct repeated chance experiments including those with and without equally likely outcomes, observe and record the results ; use frequency to compare outcomes and estimate their likelihoods",discussing and listing all the possible outcomes of an activity and conducting experiments to estimate the,Y5-AS-05,knowledge
Year 5,Probability,AC9M5P02,"conduct repeated chance experiments including those with and without equally likely outcomes, observe and record the results ; use frequency to compare outcomes and estimate their likelihoods","conducting experiments, recording the outcomes and the number of times the outcomes occur, describing the",Y5-AS-05,knowledge
Year 5,Probability,AC9M5P02,"conduct repeated chance experiments including those with and without equally likely outcomes, observe and record the results ; use frequency to compare outcomes and estimate their likelihoods",experimenting with and comparing the outcomes of spinners with equal-coloured regions compared to unequal,Y5-AS-05,knowledge
Year 5,Probability,AC9M5P02,"conduct repeated chance experiments including those with and without equally likely outcomes, observe and record the results ; use frequency to compare outcomes and estimate their likelihoods",comparing the results of experiments using a fair dice and one that has numbers represented on faces more than,Y5-AS-05,knowledge
Year 5,Probability,AC9M5P02,"conduct repeated chance experiments including those with and without equally likely outcomes, observe and record the results ; use frequency to compare outcomes and estimate their likelihoods",using spreadsheets to record the outcomes of an activity and calculate the total frequencies of different,Y5-AS-05,knowledge
Year 5,Probability,AC9M5P02,"conduct repeated chance experiments including those with and without equally likely outcomes, observe and record the results ; use frequency to compare outcomes and estimate their likelihoods","investigating First Nations Australian children’s instructive games; for example, Diyari koolchee from the Diyari",Y5-AS-05,knowledge
Year 6,Number,AC9M6N01,"recognise situations, including financial contexts, that use integers; locate and represent integers on a number line and as coordinates on the Cartesian plane","extending the number line in the negative direction to locate and represent integers, recognising the difference in","Y6-AS-01, Y6-AS-13",knowledge
Year 6,Number,AC9M6N01,"recognise situations, including financial contexts, that use integers; locate and represent integers on a number line and as coordinates on the Cartesian plane","using integers to represent quantities in financial contexts, including the concept of profit and loss for a planned","Y6-AS-01, Y6-AS-13",knowledge
Year 6,Number,AC9M6N01,"recognise situations, including financial contexts, that use integers; locate and represent integers on a number line and as coordinates on the Cartesian plane",using horizontal and vertical number lines to represent and find solutions to everyday problems involving locating,"Y6-AS-01, Y6-AS-13",knowledge
Year 6,Number,AC9M6N01,"recognise situations, including financial contexts, that use integers; locate and represent integers on a number line and as coordinates on the Cartesian plane","recognising that the sign (positive or negative) indicates a direction in relation to zero; for example, 30 metres left","Y6-AS-01, Y6-AS-13",knowledge
Year 6,Number,AC9M6N01,"recognise situations, including financial contexts, that use integers; locate and represent integers on a number line and as coordinates on the Cartesian plane","representing the temperatures of the different planets in the solar system, using a diagram of a thermometer that","Y6-AS-01, Y6-AS-13",knowledge
Year 6,Number,AC9M6N02,"identify and describe the properties of prime, composite and square numbers and use these properties to solve problems and simplify calculations",using the definition of a prime number to explain why one is not a prime number,Y6-AS-16,knowledge
Year 6,Number,AC9M6N02,"identify and describe the properties of prime, composite and square numbers and use these properties to solve problems and simplify calculations","testing numbers by using division to distinguish between prime and composite numbers, recording the results on",Y6-AS-16,knowledge
Year 6,Number,AC9M6N02,"identify and describe the properties of prime, composite and square numbers and use these properties to solve problems and simplify calculations","representing composite numbers as a product of their factors, including prime factors when necessary and using",Y6-AS-16,knowledge
Year 6,Number,AC9M6N02,"identify and describe the properties of prime, composite and square numbers and use these properties to solve problems and simplify calculations","identifying and describing the product of a number with itself as square; for example, 3 x 3 is the same as 32",Y6-AS-16,knowledge
Year 6,Number,AC9M6N02,"identify and describe the properties of prime, composite and square numbers and use these properties to solve problems and simplify calculations","using spreadsheets to list all the numbers that have up to 3 factors, using combinations of only the first 3 prime",Y6-AS-16,knowledge
Year 6,Number,AC9M6N03,"apply knowledge of equivalence to compare, order and represent common fractions including halves, thirds and quarters on the same number line and justify their order","applying factors and multiples to fraction denominators, such as halves with quarters, eighths and twelfths, and",Y6-AS-14,knowledge
Year 6,Number,AC9M6N03,"apply knowledge of equivalence to compare, order and represent common fractions including halves, thirds and quarters on the same number line and justify their order","representing fractions on the same number line, paying attention to relative position, and using this to explain",Y6-AS-14,knowledge
Year 6,Number,AC9M6N03,"apply knowledge of equivalence to compare, order and represent common fractions including halves, thirds and quarters on the same number line and justify their order","explaining equivalence and order between fractions using number lines, drawings and models",Y6-AS-14,knowledge
Year 6,Number,AC9M6N03,"apply knowledge of equivalence to compare, order and represent common fractions including halves, thirds and quarters on the same number line and justify their order",comparing and ordering fractions by placing cards on a string line across the room and referring to benchmark,Y6-AS-14,knowledge
Year 6,Number,AC9M6N04,"apply knowledge of place value to add and subtract decimals, using digital tools where appropriate; use estimation and rounding to check the reasonableness of answers",applying estimation strategies to addition and subtraction of decimals to at least thousandths before calculating,"Y6-AS-15, Y6-AS-17",knowledge
Year 6,Number,AC9M6N04,"apply knowledge of place value to add and subtract decimals, using digital tools where appropriate; use estimation and rounding to check the reasonableness of answers","applying whole-number strategies; for example, using basic facts, place value, partitioning and the inverse","Y6-AS-15, Y6-AS-17",knowledge
Year 6,Number,AC9M6N04,"apply knowledge of place value to add and subtract decimals, using digital tools where appropriate; use estimation and rounding to check the reasonableness of answers","working additively with linear measurements expressed as decimals up to 2 and 3 decimal places; for example,","Y6-AS-15, Y6-AS-17",knowledge
Year 6,Number,AC9M6N04,"apply knowledge of place value to add and subtract decimals, using digital tools where appropriate; use estimation and rounding to check the reasonableness of answers",deciding to use a calculator as a calculation strategy for solving additive problems involving decimals that vary in,"Y6-AS-15, Y6-AS-17",knowledge
Year 6,Number,AC9M6N05,solve problems involving addition and subtraction of fractions using knowledge of equivalent fractions,"representing addition and subtraction of fractions, using an understanding of equivalent fractions and methods",Y6-AS-14,knowledge
Year 6,Number,AC9M6N05,solve problems involving addition and subtraction of fractions using knowledge of equivalent fractions,determining the lowest common denominator using an understanding of prime and composite numbers to find,Y6-AS-14,knowledge
Year 6,Number,AC9M6N05,solve problems involving addition and subtraction of fractions using knowledge of equivalent fractions,"calculating the addition or subtraction of fractions in the context of realistic problems; for example, using part cups",Y6-AS-14,knowledge
Year 6,Number,AC9M6N05,solve problems involving addition and subtraction of fractions using knowledge of equivalent fractions,understanding the processes for adding and subtracting fractions with related denominators and fractions as an,Y6-AS-14,knowledge
Year 6,Number,AC9M6N06,"multiply and divide decimals by multiples of powers of 10 without a calculator, applying knowledge of place value and proficiency with multiplication facts; using estimation and rounding to check the reasonableness of answers","applying place value knowledge, including that the value of the digit is 10 times smaller each time a place is","Y6-AS-15, Y6-AS-17",knowledge
Year 6,Number,AC9M6N06,"multiply and divide decimals by multiples of powers of 10 without a calculator, applying knowledge of place value and proficiency with multiplication facts; using estimation and rounding to check the reasonableness of answers",applying and explaining estimation strategies in multiplicative situations involving a decimal greater than one that,"Y6-AS-15, Y6-AS-17",knowledge
Year 6,Number,AC9M6N06,"multiply and divide decimals by multiples of powers of 10 without a calculator, applying knowledge of place value and proficiency with multiplication facts; using estimation and rounding to check the reasonableness of answers","explaining the effect of multiplying or dividing a decimal by 10, 100, 1000 … in terms of place value and not the","Y6-AS-15, Y6-AS-17",knowledge
Year 6,Number,AC9M6N07,"solve problems that require finding a familiar fraction, decimal or percentage of a quantity, including percentage discounts, choosing efficient calculation strategies and using digital tools where appropriate","investigating percentage discounts of 15%, 30% and 45% in an online toy sale, using their equivalent decimal",Y6-AS-15,knowledge
Year 6,Number,AC9M6N07,"solve problems that require finding a familiar fraction, decimal or percentage of a quantity, including percentage discounts, choosing efficient calculation strategies and using digital tools where appropriate",linking percentages to their decimal equivalent of tenths and hundredths and using these to determine,Y6-AS-15,knowledge
Year 6,Number,AC9M6N07,"solve problems that require finding a familiar fraction, decimal or percentage of a quantity, including percentage discounts, choosing efficient calculation strategies and using digital tools where appropriate","explaining the equivalence between percentages and fractions; for example, 33",Y6-AS-15,knowledge
Year 6,Number,AC9M6N07,"solve problems that require finding a familiar fraction, decimal or percentage of a quantity, including percentage discounts, choosing efficient calculation strategies and using digital tools where appropriate","representing a situation with a mathematical expression; for example, numbers and symbols such as",Y6-AS-15,knowledge
Year 6,Number,AC9M6N08,"approximate numerical solutions to problems involving rational numbers and percentages, including financial contexts, using appropriate estimation strategies","using familiar fractions, decimals and percentages to approximate calculations, such as, 0.3 of 180 is about",Y6-AS-15,knowledge
Year 6,Number,AC9M6N08,"approximate numerical solutions to problems involving rational numbers and percentages, including financial contexts, using appropriate estimation strategies","choosing appropriate estimation strategies including rounding to the nearest whole number, knowledge of",Y6-AS-15,knowledge
Year 6,Number,AC9M6N08,"approximate numerical solutions to problems involving rational numbers and percentages, including financial contexts, using appropriate estimation strategies",recognising the effect of rounding on calculations involving fractions or decimals and saying what numbers the,Y6-AS-15,knowledge
Year 6,Number,AC9M6N08,"approximate numerical solutions to problems involving rational numbers and percentages, including financial contexts, using appropriate estimation strategies",recognising the usefulness of estimation to check calculations for contexts such as dividing wood into a number,Y6-AS-15,knowledge
Year 6,Number,AC9M6N08,"approximate numerical solutions to problems involving rational numbers and percentages, including financial contexts, using appropriate estimation strategies",verifying solutions by estimating percentages in suitable contexts such as discounts using common percentages,Y6-AS-15,knowledge
Year 6,Number,AC9M6N08,"approximate numerical solutions to problems involving rational numbers and percentages, including financial contexts, using appropriate estimation strategies",investigating estimation strategies to make decisions about steam cooking in ground ovens by First Nations,Y6-AS-15,knowledge
Year 6,Number,AC9M6N09,"use mathematical modelling to solve practical problems, involving rational numbers and percentages, including in financial contexts; formulate the problems, choosing operations and efficient calculation strategies, and using digital tools where appropriate; interpret and communicate solutions in terms of the situation, justifying the choices made","modelling practical situations involving percentages using efficient calculation strategies to find solutions, such as",Y6-AS-18,knowledge
Year 6,Number,AC9M6N09,"use mathematical modelling to solve practical problems, involving rational numbers and percentages, including in financial contexts; formulate the problems, choosing operations and efficient calculation strategies, and using digital tools where appropriate; interpret and communicate solutions in terms of the situation, justifying the choices made","modelling situations involving earning money and budgeting, asking questions such as, “Can I afford it?”, “Do I",Y6-AS-18,knowledge
Year 6,Number,AC9M6N09,"use mathematical modelling to solve practical problems, involving rational numbers and percentages, including in financial contexts; formulate the problems, choosing operations and efficient calculation strategies, and using digital tools where appropriate; interpret and communicate solutions in terms of the situation, justifying the choices made","modelling and solving the problem of creating a budget for a class excursion or family holiday, using the internet",Y6-AS-18,knowledge
Year 6,Algebra,AC9M6A01,recognise and use rules that generate visually growing patterns and number patterns involving rational numbers,"investigating patterns such as the number of tiles in a geometric pattern, or the number of dots or other shapes in",Y6-AS-10,knowledge
Year 6,Algebra,AC9M6A01,recognise and use rules that generate visually growing patterns and number patterns involving rational numbers,using a calculator or spreadsheet to experiment with number patterns that result from multiplying or dividing; for,Y6-AS-10,knowledge
Year 6,Algebra,AC9M6A01,recognise and use rules that generate visually growing patterns and number patterns involving rational numbers,"creating an extended number sequence that represents an additive pattern using decimals; for example,",Y6-AS-10,knowledge
Year 6,Algebra,AC9M6A01,recognise and use rules that generate visually growing patterns and number patterns involving rational numbers,"investigating the number of regions created by successive folds of a sheet of paper: one fold, 2 regions; 2 folds,",Y6-AS-10,knowledge
Year 6,Algebra,AC9M6A01,recognise and use rules that generate visually growing patterns and number patterns involving rational numbers,"creating a pattern sequence with materials, writing the associated number sequence and then describing the",Y6-AS-10,knowledge
Year 6,Algebra,AC9M6A02,"find unknown values in numerical equations involving brackets and combinations of arithmetic operations, using the properties of numbers and operations",using brackets and the order of operations to write number sentences and appreciating the need for an agreed,Y6-AS-20,knowledge
